win_ratio,total_accuracy,kill_to_death_ratio,total_wins_per_hour,mvp_per_round,total_headshots_per_round,accuracy_ssg08,accuracy_awp,accuracy_deagle,accuracy_aug,accuracy_scar20,accuracy_m4a1,accuracy_ak47,accuracy_bizon,accuracy_elite,accuracy_famas,accuracy_fiveseven,accuracy_g3sg1,accuracy_galilar,accuracy_glock,accuracy_hkp2000,accuracy_m249,accuracy_mac10,accuracy_mag7,accuracy_mp7,accuracy_mp9,accuracy_negev,accuracy_nova,accuracy_p250,accuracy_p90,accuracy_sawedoff,accuracy_sg556,accuracy_tec9,accuracy_ump45,accuracy_xm1014,total_games_owned,VACBanned
0.51,0.16,0.97,21.17,0.09,0.51,0.25,0.31,0.19,0.18,0.17,0.17,0.15,0.13,0.2,0.17,0.16,0.11,0.13,0.15,0.17,0.14,0.23,0.19,0.21,0.21,0.05,0.17,0.17,0.14,0.15,0.22,0.17,0.18,0.18,49,0
0.49,0.17,1.06,22.32,0.12,0.52,0.22,0.37,0.19,0.16,0.16,0.19,0.16,0.16,0.2,0.19,0.24,0.09,0.15,0.15,0.17,0.11,0.22,0.17,0.17,0.17,0.05,0.13,0.18,0.17,0.19,0.14,0.23,0.16,0.16,10,0
0.55,0.17,1.8,23.3,0.14,0.64,0.2,0.38,0.27,0.21,0.24,0.16,0.15,0.21,0.21,0.17,0.22,0.14,0.14,0.17,0.19,0.2,0.15,0.2,0.18,0.17,0.1,0.21,0.21,0.16,0.16,0.21,0.22,0.16,0.19,23,0
0.54,0.2,1.15,23.19,0.02,0.56,0.38,0.35,0.27,0.19,0.17,0.2,0.18,0.17,0.2,0.22,0.22,0.16,0.17,0.19,0.22,0.09,0.21,0.19,0.19,0.17,0.1,0.16,0.23,0.19,0.12,0.19,0.18,0.15,0.12,51,0
0.48,0.16,0.78,24.64,0.08,0.24,0.25,0.33,0.18,0.11,0.13,0.17,0.16,0.16,0.12,0.19,0.19,0.17,0.12,0.14,0.15,0.06,0.17,0.15,0.18,0.14,0.03,0.11,0.19,0.15,0.09,0.14,0.03,0.08,0.24,12,0
0.46,0.19,0.78,18.28,0.04,0.25,0.23,0.34,0.29,0.19,0.22,0.19,0.16,0.23,0.28,0.16,0.17,0.23,0.12,0.2,0.22,0.14,0.13,0.1,0.25,,0.1,0.19,0.2,0.17,,0.15,0.16,0.2,0.24,19,0
0.52,0.23,1.68,27.96,0.12,0.61,0.45,0.41,0.34,0.31,0.31,0.23,0.21,0.2,0.31,0.31,0.25,0.38,0.21,0.24,0.35,0.24,0.29,0.26,0.33,0.27,0.17,0.25,0.26,0.19,0.19,0.29,0.24,0.26,0.25,37,0
0.65,0.2,1.17,19.57,0.1,0.73,0.34,0.43,0.28,0.22,0.26,0.2,0.18,0.2,0.28,0.2,0.23,0.24,0.18,0.19,0.21,0.17,0.23,0.25,0.22,0.26,0.13,0.21,0.22,0.19,0.21,0.21,0.17,0.2,0.22,35,0
0.5,0.2,1.23,16.19,0.11,1.47,0.36,0.38,0.26,0.25,0.22,0.22,0.19,0.23,0.26,0.23,0.26,0.28,0.19,0.22,0.22,0.12,0.25,0.22,0.2,0.25,0.05,0.2,0.22,0.19,0.16,0.22,0.22,0.21,0.21,62,0
0.57,0.18,1.87,24.24,0.16,0.53,0.35,0.37,0.22,0.19,0.21,0.18,0.17,0.19,0.18,0.19,0.2,0.21,0.16,0.15,0.18,0.11,0.21,0.22,0.22,0.18,0.06,0.2,0.2,0.2,0.18,0.21,0.17,0.19,0.21,43,0
0.51,0.18,1.05,18.21,0.07,1.4,0.36,0.39,0.27,0.2,0.25,0.16,0.18,0.24,0.59,0.17,0.22,0.2,0.14,0.15,0.18,0.15,0.23,0.19,0.17,0.23,0.07,0.15,0.19,0.24,0.16,0.21,0.25,0.35,0.3,28,0
0.43,0.2,1.09,20.07,0.08,0.55,0.33,0.4,0.32,0.33,0.21,0.2,0.19,0.24,0.17,0.2,0.2,0.29,0.15,0.18,0.22,0.12,0.24,0.28,0.2,0.26,0.06,0.25,0.23,0.22,0.23,0.25,0.27,0.21,0.21,0,0
0.62,0.21,2.33,22.83,0.19,1.11,0.4,0.4,0.31,0.19,0.56,0.21,0.19,0.28,0.21,0.21,0.24,0.17,0.16,0.19,0.28,0.15,0.24,0.25,0.22,0.23,0.1,0.2,0.25,0.24,0.18,0.2,0.19,0.34,0.18,172,0
0.52,0.2,1.17,20.14,0.13,0.69,0.27,0.41,0.25,0.2,0.22,0.22,0.17,0.16,0.15,0.23,0.19,0.2,0.17,0.18,0.2,0.15,0.21,0.21,0.26,0.19,0.11,0.18,0.21,0.16,0.13,0.14,0.18,0.16,0.24,36,0
0.52,0.21,1.31,23.07,0.08,0.65,0.33,0.42,0.25,0.18,0.19,0.2,0.19,0.15,0.19,0.19,0.2,0.15,0.15,0.18,0.23,0.11,0.19,0.22,0.2,0.2,0.07,0.21,0.22,0.16,0.16,0.17,0.21,0.15,0.18,69,0
0.54,0.18,1.37,19.38,0.08,0.73,0.34,0.33,0.24,0.18,0.23,0.18,0.18,0.17,0.25,0.19,0.21,0.36,0.15,0.15,0.17,0.14,0.23,0.2,0.2,0.22,0.1,0.2,0.2,0.17,0.14,0.19,0.21,0.16,0.25,194,0
0.53,0.21,1.52,25.94,0.16,0.52,0.42,0.39,0.34,0.24,0.19,0.2,0.18,0.24,0.29,0.23,0.28,0.16,0.17,0.19,0.24,0.17,0.29,0.28,0.21,0.28,0.06,0.24,0.22,0.17,0.23,0.24,0.24,0.24,0.25,25,0
0.52,0.2,1.73,13.67,0.13,3.24,0.36,0.37,0.28,0.55,0.34,0.19,0.21,0.16,0.17,0.2,0.21,0.38,0.15,0.18,0.26,0.12,0.15,0.24,0.35,0.21,0.06,0.26,0.19,0.19,0.22,0.21,0.23,0.17,0.37,110,0
0.52,0.21,1.42,18.48,0.12,0.41,0.39,0.47,0.27,0.17,0.16,0.21,0.18,0.16,0.2,0.17,0.22,0.16,0.15,0.18,0.23,0.07,0.2,0.31,0.2,,0.03,0.16,0.21,0.13,0.16,0.15,0.13,0.14,0.19,11,0
0.5,0.19,1.08,15.48,0.06,0.86,0.4,0.42,0.29,0.23,0.24,0.22,0.19,0.2,0.21,0.27,0.22,0.72,0.3,0.17,0.21,0.23,0.26,0.22,0.29,0.23,0.11,0.18,0.26,0.19,0.16,0.22,0.24,0.21,0.21,45,0
0.48,0.18,1.08,17.96,0.07,0.89,0.36,0.37,0.22,0.2,0.18,0.19,0.17,0.16,0.16,0.18,0.22,0.12,0.15,0.17,0.19,0.14,0.19,0.18,0.19,0.19,0.05,0.18,0.21,0.15,0.13,0.16,0.17,0.17,0.16,33,0
0.47,0.2,1.14,19.69,0.1,0.48,0.41,0.4,0.28,0.22,0.2,0.23,0.19,0.17,0.31,0.2,0.29,0.19,0.15,0.2,0.24,0.18,0.26,0.25,0.29,0.23,0.09,0.22,0.27,0.17,0.17,0.18,0.26,0.21,0.26,372,0
0.51,0.16,1.06,24.78,0.1,0.29,0.3,0.34,0.18,0.18,0.18,0.17,0.15,0.14,0.1,0.2,0.17,0.15,0.16,0.15,0.17,0.09,0.12,0.24,0.21,0.16,0.04,0.19,0.21,0.12,0.19,0.17,0.11,0.15,0.19,150,0
0.54,0.21,1.63,22.44,0.07,0.81,0.31,0.38,0.27,0.23,0.18,0.21,0.18,0.21,0.2,0.23,0.22,0.13,0.18,0.2,0.22,0.16,0.2,0.22,0.24,0.19,0.07,0.2,0.23,0.19,0.16,0.18,0.18,0.18,0.23,76,0
0.62,0.14,1.53,30.96,0.13,0.54,0.35,0.39,0.17,0.2,0.17,0.13,0.11,0.04,0.09,0.14,0.1,0.13,0.1,0.11,0.17,1,0.24,0.14,,,0.02,0.23,0.17,0.09,,0.1,0.08,0.1,0.31,3,0
0.5,0.18,1.02,21.79,0.11,0.45,0.24,0.32,0.22,0.2,0.23,0.19,0.17,0.16,0.19,0.2,0.2,0.14,0.15,0.16,0.19,0.11,0.21,0.19,0.22,0.21,0.08,0.17,0.19,0.15,0.17,0.17,0.14,0.18,0.18,122,0
0.51,0.2,1.55,16.44,0.13,1.06,0.34,0.44,0.3,0.24,0.28,0.21,0.19,0.18,0.18,0.25,0.3,0.21,0.18,0.2,0.23,0.12,0.22,0.25,0.21,0.23,0.13,0.22,0.24,0.19,0.2,0.22,0.18,0.18,0.18,15,0
0.55,0.22,1.53,24.26,0.12,0.48,0.33,0.41,0.23,0.21,0.17,0.22,0.2,0.23,0.26,0.2,0.21,0.12,0.18,0.22,0.22,0.11,0.17,0.24,0.21,0.09,0.09,0.25,0.24,0.19,0.18,0.17,0.2,0.14,0.19,9,0
0.35,0.19,1.61,22.68,0.1,0.74,0.38,0.37,0.27,0.57,0.3,0.23,0.22,0.39,0.29,0.14,0.28,0.58,0.47,0.15,0.2,0.2,0.35,0.16,0.27,0.23,0.56,0.2,0.17,0.14,0.11,0.3,0.64,0.32,0.39,26,0
0.56,0.19,1.35,14.8,0.14,2.21,0.3,0.44,0.26,0.19,0.27,0.2,0.19,0.18,0.18,0.21,0.19,0.24,0.17,0.21,0.23,0.15,0.19,0.22,0.19,0.17,0.1,0.2,0.23,0.16,0.18,0.16,0.18,0.17,0.22,373,0
0.57,0.19,1.25,20.35,0.12,0.7,0.37,0.39,0.25,0.22,0.16,0.19,0.17,0.14,0.12,0.19,0.22,0.13,0.14,0.17,0.2,0.49,0.19,0.32,0.15,0.3,0.18,0.19,0.21,0.17,0.17,0.19,0.17,0.15,0.31,22,0
0.58,0.24,2.64,19.6,0.2,1.96,0.33,0.47,0.35,0.37,0.63,0.24,0.23,0.2,0.21,0.2,0.28,0.41,0.26,0.2,0.24,0.16,0.25,0.26,0.56,0.25,0.16,0.24,0.24,0.16,0.2,0.21,0.27,0.24,0.36,169,0
0.5,0.22,1.28,23.65,0.12,0.69,0.39,0.39,0.3,0.27,0.3,0.21,0.2,0.2,0.26,0.26,0.22,0.3,0.2,0.22,0.24,0.18,0.25,0.22,0.28,0.23,0.14,0.2,0.23,0.17,0.19,0.24,0.22,0.23,0.22,16,0
0.5,0.21,1.26,23.69,0.13,0.38,0.35,0.39,0.27,0.22,0.23,0.2,0.19,0.19,0.22,0.21,0.21,0.2,0.15,0.17,0.21,0.18,0.29,0.19,0.23,0.27,0.1,0.2,0.2,0.18,0.18,0.2,0.24,0.21,0.22,20,0
0.49,0.15,0.89,23.16,0.1,0.32,0.31,0.32,0.13,0.15,0.2,0.15,0.15,0.13,0.19,0.16,0.17,0.18,0.16,0.15,0.15,0.11,0.14,0.25,0.14,0.15,0.09,0.22,0.18,0.14,0.16,0.12,0.11,0.17,0.22,13,0
0.48,0.21,1.02,14.48,0.11,0.94,0.39,0.41,0.3,0.28,0.22,0.19,0.19,0.21,0.3,0.23,0.25,0.32,0.19,0.21,0.25,0.2,0.29,0.23,0.2,0.26,0.16,0.22,0.24,0.2,0.2,0.28,0.25,0.26,0.24,34,0
0.49,0.15,0.92,17.96,0.05,0.87,0.22,0.37,0.18,0.13,0.17,0.15,0.15,0.14,0.17,0.17,0.16,0.08,0.12,0.12,0.14,0.06,0.13,0.08,0.09,0.17,0.05,0.14,0.17,0.12,0.08,0.1,0.07,0.12,0.08,12,0
0.5,0.16,1.17,23.09,0.1,0.57,0.29,0.31,0.23,0.21,0.24,0.17,0.15,0.17,0.19,0.2,0.17,0.14,0.16,0.18,0.19,0.12,0.22,0.19,0.21,0.17,0.06,0.17,0.17,0.15,0.15,0.18,0.16,0.17,0.16,38,0
0.5,0.17,1.24,18.43,0.11,0.91,0.21,0.36,0.25,0.18,0.2,0.17,0.17,0.14,0.17,0.18,0.23,0.14,0.14,0.17,0.19,0.05,0.19,0.18,0.24,0.17,0.04,0.15,0.21,0.16,0.12,0.13,0.15,0.15,0.15,19,0
0.48,0.18,0.92,19.38,0.09,0.32,0.26,0.35,0.24,0.19,0.13,0.2,0.18,0.15,0.15,0.21,0.21,0.18,0.17,0.18,0.21,0.11,0.29,0.25,0.22,0.19,0.06,0.2,0.2,0.16,0.12,0.18,0.18,0.15,0.19,29,0
0.6,0.21,2.16,22.05,0.11,0.78,0.21,0.32,0.22,0.22,0.23,0.31,0.18,0.22,0.17,0.2,0.18,0.16,0.19,0.18,0.18,0.12,0.18,0.22,0.3,0.16,0.12,0.2,0.21,0.15,0.16,0.19,0.19,0.22,0.24,130,0
0.48,0.17,0.87,23.84,0.04,0.27,0.3,0.43,0.16,0.16,0.24,0.2,0.17,0.1,0.11,0.22,0.13,0.17,0.17,0.13,0.14,0.07,0.19,0.17,0.16,0.16,0.04,0.15,0.19,0.16,0.09,0.16,0.1,0.1,0.13,47,0
0.53,0.18,1.46,25.07,0.14,0.59,0.34,0.38,0.24,0.25,0.25,0.21,0.15,0.2,0.16,0.49,0.18,0.22,0.26,0.15,0.18,0.16,0.26,0.18,0.2,0.23,0.12,0.18,0.18,0.16,0.12,0.21,0.15,0.18,0.13,29,0
0.54,0.19,1.45,24.58,0.14,0.44,0.34,0.4,0.23,0.17,0.25,0.2,0.19,0.2,0.17,0.22,0.2,0.21,0.18,0.16,0.18,0.08,0.13,0.17,0.19,0.14,0.07,0.16,0.19,0.19,0.13,0.17,0.21,0.18,0.18,167,0
0.51,0.18,1.13,22.05,0.1,0.43,0.29,0.32,0.24,0.21,0.22,0.21,0.18,0.15,0.18,0.19,0.18,0.24,0.16,0.15,0.19,0.17,0.17,0.19,0.23,0.19,0.11,0.18,0.2,0.14,0.16,0.17,0.17,0.19,0.18,238,0
0.51,0.23,1.04,20.76,0.14,0.91,0.42,0.49,0.27,0.27,0.26,0.23,0.22,0.25,0.32,0.25,0.23,0.27,0.2,0.22,0.25,0.17,0.23,0.23,0.24,0.21,0.16,0.25,0.24,0.2,0.23,0.26,0.34,0.18,0.23,27,0
0.51,0.19,0.98,14.02,0.1,0.91,0.39,0.41,0.28,0.18,0.19,0.19,0.18,0.18,0.24,0.2,0.24,0.17,0.16,0.2,0.24,0.13,0.2,0.22,0.18,0.2,0.1,0.16,0.24,0.19,0.17,0.17,0.23,0.17,0.19,0,0
0.5,0.13,1.18,24.02,0.12,0.39,0.21,0.28,0.16,0.15,0.1,0.15,0.12,0.12,0.13,0.13,0.09,0.07,0.1,0.12,0.15,0.18,0.13,0.18,0.12,0.11,0.11,0.13,0.17,0.11,0.12,0.13,0.09,0.09,0.11,111,0
0.49,0.15,1.11,22.93,0.1,0.38,0.22,0.29,0.17,0.16,0.18,0.15,0.14,0.18,0.12,0.17,0.15,0.13,0.13,0.14,0.16,0.1,0.15,0.2,0.17,0.19,0.07,0.16,0.14,0.15,0.13,0.14,0.09,0.14,0.18,308,0
0.51,0.17,0.93,19.93,0.09,0.6,0.22,0.32,0.23,0.22,0.2,0.2,0.14,0.22,0.15,0.22,0.17,0.21,0.16,0.19,0.21,0.12,0.24,0.2,0.24,0.28,0.05,0.19,0.2,0.2,0.11,0.21,0.12,0.19,0.23,96,0
0.65,0.2,1.54,19.9,0.12,0.82,0.41,0.43,0.28,0.22,0.24,0.2,0.18,0.22,0.22,0.22,0.2,0.21,0.17,0.17,0.18,0.14,0.24,0.23,0.2,0.19,0.08,0.23,0.21,0.18,0.2,0.19,0.18,0.22,0.22,26,0
0.5,0.19,1.22,22.5,0.02,0.52,0.33,0.38,0.26,0.2,0.26,0.19,0.17,0.16,0.12,0.2,0.18,0.16,0.15,0.17,0.19,0.04,0.17,0.24,0.18,0.18,0.04,0.2,0.23,0.16,0.15,0.14,0.12,0.15,0.16,21,0
0.49,0.2,1.06,13.64,0.11,1.43,0.36,0.44,0.25,0.19,0.29,0.19,0.2,0.16,0.19,0.2,0.21,0.22,0.17,0.17,0.18,0.12,0.19,0.24,0.24,0.2,0.09,0.24,0.19,0.14,0.17,0.25,0.17,0.19,0.22,37,0
0.51,0.22,1.11,21.79,0.1,0.4,0.4,0.44,0.28,0.2,0.29,0.21,0.21,0.16,0.2,0.19,0.26,0.24,0.17,0.17,0.19,0.14,0.22,0.19,0.17,0.17,0.08,0.2,0.21,0.15,0.14,0.21,0.19,0.15,0.21,17,0
0.51,0.17,1.13,23.14,0.09,0.42,0.34,0.34,0.28,0.25,0.3,0.2,0.14,0.19,0.19,0.2,0.24,0.14,0.14,0.16,0.19,0.08,0.21,0.23,0.22,0.17,0.14,0.23,0.22,0.15,0.18,0.15,0.18,0.17,0.21,37,0
0.52,0.17,1.12,24.62,0.14,0.4,0.22,0.28,0.25,0.2,0.15,0.17,0.17,0.14,0.26,0.21,0.16,0.1,0.15,0.16,0.2,0.08,0.19,0.23,0.21,0.28,0.08,0.23,0.18,0.15,0.18,0.2,0.14,0.16,0.17,8,0
0.51,0.2,1.31,14.42,0.08,1.34,0.26,0.36,0.21,0.24,0.14,0.2,0.18,0.23,0.26,0.2,0.28,0.22,0.27,0.18,0.22,0.19,0.23,0.2,0.29,0.21,0.11,0.21,0.2,0.22,0.17,0.23,0.22,0.19,0.21,128,0
0.51,0.19,1.7,22.52,0.13,0.85,0.27,0.38,0.25,0.22,0.55,0.18,0.17,0.16,0.25,0.19,0.19,0.71,0.79,0.16,0.18,0.22,0.3,0.23,0.52,0.34,0.31,0.24,0.19,0.17,0.21,0.2,0.23,0.32,0.4,17,0
0.52,0.21,1.37,14.79,0.09,1.37,0.32,0.43,0.27,0.24,0.16,0.21,0.2,0.16,0.19,0.2,0.2,0.16,0.15,0.22,0.24,0.08,0.15,0.25,0.19,0.25,0.06,0.22,0.21,0.17,0.15,0.2,0.13,0.17,0.24,35,0
0.51,0.18,1.34,25.12,0.12,0.69,0.3,0.37,0.21,0.19,0.21,0.2,0.17,0.19,0.18,0.21,0.19,0.1,0.18,0.14,0.15,0.11,0.21,0.22,0.26,0.22,0.07,0.21,0.17,0.15,0.16,0.16,0.16,0.15,0.21,44,0
0.55,0.25,2.01,20.79,0.15,0.88,0.36,0.44,0.29,0.24,0.35,0.23,0.22,0.26,0.25,0.26,0.26,0.32,0.24,0.21,0.22,0.18,0.27,0.28,0.25,0.23,0.15,0.24,0.25,0.22,0.18,0.27,0.26,0.24,0.27,8,0
0.51,0.18,1.25,24.95,0.13,0.35,0.31,0.4,0.22,0.18,0.36,0.18,0.16,0.16,0.14,0.18,0.15,0.19,0.15,0.18,0.18,0.11,0.14,0.26,0.19,0.15,0.07,0.19,0.19,0.16,0.1,0.15,0.15,0.13,0.13,16,0
0.5,0.19,1.08,25.18,0.1,0.3,0.34,0.4,0.27,0.24,0.26,0.21,0.18,0.17,0.22,0.24,0.21,0.19,0.18,0.17,0.2,0.12,0.16,0.24,0.23,0.2,0.09,0.19,0.2,0.16,0.17,0.22,0.18,0.17,0.21,202,0
0.54,0.18,1.34,18.18,0.1,0.76,0.45,0.4,0.21,0.2,0.22,0.18,0.15,0.23,0.23,0.2,0.23,0.15,0.17,0.25,0.26,0.13,0.22,0.21,0.24,0.2,0.08,0.2,0.21,0.17,0.17,0.17,0.2,0.19,0.23,10,0
0.53,0.2,1.35,24.19,0.07,0.52,0.35,0.41,0.29,0.17,0.19,0.2,0.18,0.16,0.18,0.21,0.19,0.12,0.19,0.17,0.21,0.14,0.25,0.21,0.41,0.19,0.04,0.2,0.21,0.17,0.12,0.15,0.16,0.17,0.2,219,0
0.53,0.14,1.28,24.64,0.16,0.45,0.2,0.3,0.18,0.21,0.14,0.17,0.15,0.15,0.08,0.19,0.15,0.17,0.14,0.13,0.13,0.05,0.12,0.19,0.19,0.21,0.02,0.14,0.16,0.16,0.14,0.13,0.11,0.17,0.07,14,0
0.54,0.25,1.54,15.31,0.19,1.23,0.32,0.43,0.32,0.3,0.34,0.27,0.25,0.24,0.31,0.28,0.26,0.27,0.23,0.22,0.27,0.19,0.28,0.24,0.27,0.22,0.18,0.22,0.23,0.24,0.26,0.28,0.23,0.23,0.23,106,0
0.51,0.17,1.14,19.32,0.1,0.74,0.3,0.36,0.21,0.2,0.18,0.2,0.17,0.17,0.19,0.15,0.21,0.14,0.14,0.21,0.13,0.09,0.26,0.16,0.21,0.2,0.06,0.18,0.22,0.11,0.24,0.19,0.19,0.17,0.18,186,0
0.55,0.21,1.63,23.5,0.16,0.7,0.41,0.43,0.34,0.24,0.29,0.2,0.18,0.2,0.3,0.25,0.22,0.25,0.18,0.21,0.22,0.21,0.27,0.22,0.26,0.24,0.17,0.25,0.23,0.24,0.24,0.19,0.26,0.21,0.27,62,0
0.49,0.2,1.02,20.42,0.05,0.64,0.35,0.39,0.24,0.21,0.63,0.21,0.19,0.18,0.18,0.29,0.23,0.34,0.18,0.17,0.17,0.14,0.24,0.23,0.22,0.22,0.17,0.22,0.22,0.21,0.19,0.17,0.22,0.2,0.22,121,0
0.55,0.19,1.34,15.64,0.13,0.8,0.3,0.42,0.22,0.21,0.2,0.19,0.18,0.16,0.22,0.18,0.2,0.18,0.15,0.16,0.19,0.14,0.23,0.19,0.19,0.24,0.09,0.19,0.22,0.18,0.18,0.2,0.2,0.19,0.23,47,0
0.5,0.2,1.21,20.92,0.1,0.53,0.37,0.39,0.25,0.18,0.21,0.19,0.15,0.28,0.2,0.23,0.33,0.18,0.23,0.18,0.21,0.17,0.27,0.2,0.5,0.28,0.1,0.23,0.19,0.32,0.23,0.15,0.26,0.27,0.3,29,0
0.51,0.19,1.16,23.42,0.12,0.62,0.37,0.36,0.24,0.2,0.22,0.19,0.17,0.2,0.22,0.24,0.19,0.22,0.17,0.17,0.2,0.12,0.22,0.2,0.21,0.21,0.09,0.2,0.19,0.18,0.18,0.19,0.22,0.19,0.22,30,0
0.5,0.15,1.01,24.53,0.08,0.38,0.22,0.27,0.18,0.17,0.17,0.14,0.14,0.12,0.17,0.15,0.15,0.1,0.12,0.15,0.17,0.12,0.19,0.2,0.2,0.16,0.09,0.12,0.18,0.13,0.18,0.14,0.11,0.14,0.17,14,0
0.51,0.23,1.61,11.09,0.1,1.73,0.46,0.54,0.33,0.27,0.45,0.23,0.21,0.26,0.3,0.26,0.26,0.43,0.23,0.2,0.21,0.18,0.27,0.27,0.31,0.25,0.17,0.29,0.26,0.19,0.21,0.23,0.27,0.25,0.27,17,0
0.43,0.17,1.02,15.75,0.08,0.6,0.28,0.36,0.24,0.2,0.18,0.18,0.15,0.16,0.18,0.18,0.18,0.17,0.14,0.18,0.2,0.12,0.18,0.19,0.21,0.22,0.08,0.17,0.2,0.15,0.15,0.17,0.16,0.17,0.17,173,0
0.46,0.21,0.83,20.42,0.09,0.38,0.34,0.37,0.3,0.21,0.25,0.22,0.19,0.22,0.23,0.21,0.19,0.18,0.18,0.23,0.24,0.13,0.18,0.23,0.2,0.2,0.06,0.18,0.22,0.17,0.17,0.21,0.19,0.2,0.22,148,0
0.5,0.16,0.94,22.32,0.08,0.28,0.24,0.31,0.16,0.18,0.14,0.17,0.15,0.19,0.15,0.14,0.16,0.14,0.12,0.16,0.16,0.1,0.16,0.21,0.18,0.2,0.11,0.16,0.16,0.16,0.16,0.14,0.12,0.18,0.16,18,0
0.47,0.14,0.76,23.84,0.07,0.21,0.26,0.28,0.2,0.16,0.16,0.15,0.12,0.14,0.16,0.13,0.09,0.14,0.12,0.14,0.16,0.06,0.15,0.15,0.18,0.2,0.06,0.18,0.13,0.14,0.14,0.11,0.13,0.14,0.14,19,0
0.47,0.15,0.97,22.34,0.08,0.35,0.27,0.31,0.19,0.15,0.22,0.15,0.12,0.15,0.22,0.15,0.17,0.18,0.14,0.17,0.18,0.09,0.16,0.19,0.19,0.14,0.05,0.12,0.18,0.14,0.13,0.12,0.13,0.14,0.19,27,0
0.49,0.15,0.89,12.19,0.16,0.65,0.22,0.29,0.14,0.19,0.24,0.13,0.12,0.13,0.13,0.17,0.18,0.22,0.19,0.17,0.2,0.07,0.21,0.15,0.12,,0.04,0.27,0.17,0.17,0.12,0.14,0.02,0.11,0.17,63,0
0.5,0.19,1.37,19.24,0.12,0.79,0.34,0.36,0.27,0.19,0.22,0.23,0.19,0.15,0.18,0.19,0.18,0.23,0.15,0.2,0.24,0.12,0.18,0.2,0.19,0.18,0.08,0.2,0.24,0.14,0.17,0.19,0.16,0.19,0.19,354,0
0.5,0.16,0.99,21.91,0.09,0.35,0.32,0.44,0.24,0.21,0.28,0.17,0.17,0.13,0.12,0.17,0.18,0.23,0.17,0.15,0.18,0.09,0.25,0.27,0.21,0.24,0.06,0.2,0.22,0.15,0.21,0.18,0.12,0.14,0.18,20,0
0.47,0.24,1.15,21.44,0.08,0.58,0.57,0.62,0.39,0.24,0.36,0.27,0.22,0.27,0.41,0.23,0.32,0.32,0.28,0.26,0.26,0.26,0.22,0.23,0.33,0.22,0.15,0.19,0.22,0.26,0.2,0.19,0.42,0.22,0.33,404,0
0.51,0.17,1.25,20.08,0.11,1.03,0.27,0.35,0.23,0.25,0.2,0.18,0.16,0.15,0.17,0.18,0.2,0.19,0.16,0.15,0.18,0.11,0.22,0.17,0.2,0.2,0.05,0.17,0.19,0.17,0.17,0.18,0.2,0.18,0.23,8,0
0.47,0.15,0.88,20.78,0.12,0.7,0.26,0.3,0.18,0.17,0.17,0.17,0.13,0.13,0.17,0.15,0.17,0.12,0.11,0.13,0.19,0.07,0.16,0.2,0.13,0.16,0.03,0.16,0.16,0.11,0.14,0.12,0.13,0.12,0.17,199,0
0.5,0.19,1.21,18.45,0.1,0.35,0.31,0.32,0.23,0.21,0.23,0.17,0.16,0.19,0.24,0.2,0.16,0.14,0.17,0.18,0.19,0.14,0.19,0.24,0.23,0.22,0.09,0.19,0.21,0.18,0.17,0.22,0.19,0.19,0.2,55,0
0.39,0.2,0.87,20.51,0.11,0.57,0.31,0.34,0.22,0.2,0.23,0.22,0.2,0.17,0.18,0.2,0.23,0.16,0.18,0.18,0.2,0.18,0.21,0.19,0.22,0.22,0.18,0.18,0.21,0.18,0.12,0.15,0.18,0.18,0.2,309,0
0.66,0.22,2.22,19.8,0.13,1.93,0.48,0.52,0.28,0.38,0.57,0.22,0.2,0.27,0.3,0.22,0.25,0.39,0.19,0.18,0.27,0.24,0.28,0.28,0.26,0.27,0.56,0.3,0.24,0.28,0.19,0.27,0.26,0.29,0.26,74,0
0.5,0.15,0.77,22.94,0.06,0.19,0.27,0.29,0.22,0.19,0.19,0.15,0.15,0.15,0.18,0.17,0.17,0.14,0.14,0.17,0.17,0.09,0.13,0.19,0.19,0.14,0.07,0.16,0.19,0.14,0.16,0.17,0.16,0.16,0.17,44,0
0.47,0.16,0.58,17.14,0.05,0.26,0.42,0.3,0.25,0.18,0.23,0.18,0.12,0.2,0.14,0.19,0.18,0.2,0.14,0.17,0.23,0.07,0.17,0.15,0.23,0.16,0.04,0.2,0.19,0.17,0.19,0.14,0.11,0.16,0.19,84,0
0.51,0.2,1.29,21.32,0.12,0.51,0.31,0.37,0.3,0.25,0.26,0.2,0.18,0.2,0.28,0.21,0.23,0.25,0.18,0.2,0.24,0.22,0.27,0.23,0.22,0.24,0.14,0.21,0.23,0.18,0.22,0.23,0.24,0.19,0.22,20,0
0.53,0.14,1.07,25.24,0.12,0.29,0.25,0.25,0.2,0.17,0.17,0.15,0.13,0.17,0.14,0.17,0.17,0.14,0.14,0.14,0.15,0.06,0.16,0.18,0.18,0.17,0.06,0.18,0.17,0.15,0.15,0.15,0.13,0.16,0.16,299,0
0.52,0.19,1.35,23.88,0.12,0.54,0.49,0.43,0.28,0.21,0.22,0.19,0.17,0.16,0.26,0.2,0.18,0.2,0.17,0.18,0.23,0.21,0.19,0.16,0.2,0.22,0.04,0.23,0.24,0.16,0.23,0.18,0.21,0.15,0.23,12,0
0.49,0.18,1.3,21.95,0.11,0.66,0.24,0.31,0.23,0.2,0.14,0.19,0.18,0.2,0.21,0.19,0.21,0.17,0.16,0.17,0.18,0.08,0.21,0.19,0.2,0.24,0.06,0.15,0.19,0.16,0.16,0.2,0.19,0.2,0.21,87,0
